Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Dispute_Status_for_Publication,Name_of_Associated_Covered_Device_or_Medical_Supply1,Name_of_Associated_Covered_Drug_or_Biological1,Physician_Specialty,status
"Biomet Microfixation, LLC",No,MICROFIXATION - THORACIC,,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - CRANIOMAXILLOFACIAL,,Allopathic & Osteopathic Physicians|Surgery|Plastic and Reconstructive Surgery,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - NEURO,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - NEURO,,Other Service Providers|Specialist,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - THORACIC,,Allopathic & Osteopathic Physicians|Otolaryngology,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - ORAL AND MAXILLOFACIAL,,"Student, Health Care|Student in an Organized Health Care Education/Training Program",disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - NEURO,,Dental Providers|Dentist|Oral and Maxillofacial Surgery,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - PLASTIC RECONSTRUCTION,,Allopathic & Osteopathic Physicians|Surgery,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - NEURO,,Allopathic & Osteopathic Physicians|Otolaryngology,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - PLASTIC RECONSTRUCTION,,Allopathic & Osteopathic Physicians|Otolaryngology|Otology & Neurotology,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - THORACIC,,Allopathic & Osteopathic Physicians|Surgery|Surgical Critical Care,disallowed
"Galderma Research & Development, LLC",No,,,Allopathic & Osteopathic Physicians|Dermatology|Procedural Dermatology,disallowed
"Galderma Research & Development, LLC",No,,,Allopathic & Osteopathic Physicians|Dermatology,disallowed
"Galderma Research & Development, LLC",No,,,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
"SportsTek Medical, Inc",No,ALL ARTHREX PRODUCT LINES,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
"SportsTek Medical, Inc",No,ALL ARTHREX PRODUCT LINES,,Allopathic & Osteopathic Physicians|Neuromusculoskeletal Medicine & OMM,disallowed
"SportsTek Medical, Inc",No,ALL ARTHREX PRODUCT LINES,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Sports Medicine,disallowed
"SportsTek Medical, Inc",No,,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Sports Medicine,disallowed
"SportsTek Medical, Inc",No,ARTHREX PRODUCT LINE DISTAL EXTREMITY ARTHROSCOPY,,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,disallowed
"SportsTek Medical, Inc",No,ARTHREX PRODUCT LINE SHOULDER & ELBOW ARTHROSCOPY,,Allopathic & Osteopathic Physicians|Neuromusculoskeletal Medicine & OMM,disallowed
"SportsTek Medical, Inc",No,ARTHREX PRODUCT LINE ARTHROPLASTY,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Sports Medicine,disallowed
"SportsTek Medical, Inc",No,ARTHREX PRODUCT LINE SHOULDER & ELBOW ARTHROSCOPY,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
"SportsTek Medical, Inc",No,ARTHREX PRODUCT LINE KNEE & HIP ARTHROSCOPY,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
"Liberty Surgical, Inc",No,ARTHREX PRODUCT LINE DISTAL EXTREMITY ARTHROSCOPY,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Hand Surgery,disallowed
"Liberty Surgical, Inc",No,ARTHREX PRODUCT LINE DISTAL EXTREMITY ARTHROSCOPY,,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,disallowed
"Liberty Surgical, Inc",No,ARTHREX PRODUCT LINE DISTAL EXTREMITY ARTHROSCOPY,,Podiatric Medicine & Surgery Service Providers|Podiatrist,disallowed
"Liberty Surgical, Inc",No,ARTHREX PRODUCT LINE DISTAL EXTREMITY ARTHROSCOPY,,"Student, Health Care|Student in an Organized Health Care Education/Training Program",disallowed
"Liberty Surgical, Inc",No,ARTHREX PRODUCT LINE SHOULDER & ELBOW ARTHROSCOPY,,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
"Liberty Surgical, Inc",No,ARTHREX PRODUCT LINE DISTAL EXTREMITY ARTHROSCOPY,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Foot and Ankle Surgery,disallowed
Ferring Pharmaceuticals Inc.,No,EUFLEXXA,,Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation|Spinal Cord Injury Medicine,disallowed
Ferring Pharmaceuticals Inc.,No,EUFLEXXA,,Allopathic & Osteopathic Physicians|Urology,disallowed
Ferring Pharmaceuticals Inc.,No,,FIRMAGON,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,disallowed
"Afaxys, Inc.",No,,Chateal,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,disallowed
SPS Medical Supply Corp.,No,,,,disallowed
"Mar Cor Purification, Inc.",No,23G RO,,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
"FUJIFILM SonoSite, Inc.",No,SONOSITE MAXX SERIES ULTRASOUND SYSTEM,,Allopathic & Osteopathic Physicians|Family Medicine,disallowed
"BIOMET 3I, LLC",No,3I - DENTAL,,Dental Providers|Dentist|Oral and Maxillofacial Pathology,disallowed
"BIOMET 3I, LLC",No,3I - DENTAL,,Dental Providers|Dentist|Orthodontics and Dentofacial Orthopedics,disallowed
"BIOMET 3I, LLC",No,3I - DENTAL,,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
"BIOMET 3I, LLC",No,3I - DENTAL,,,disallowed
"BIOMET 3I, LLC",No,3I - DENTAL,,Other Service Providers|Specialist,disallowed
"BIOMET 3I, LLC",No,3I - DENTAL,,Dental Providers|Dentist|Endodontics,disallowed
Fisher & Paykel Healthcare Inc,No,OSA,,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
Fisher & Paykel Healthcare Inc,No,OSA,,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Clinical Neurophysiology,disallowed
Ferring Pharmaceuticals Inc.,No,,PREPOPIK,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,disallowed
Ferring Pharmaceuticals Inc.,No,,FIRMAGON,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecology,disallowed
Ferring Pharmaceuticals Inc.,No,,,Chiropractic Providers|Chiropractor,disallowed
Ferring Pharmaceuticals Inc.,No,,PREPOPIK,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,disallowed
Ferring Pharmaceuticals Inc.,No,EUFLEXXA,,Allopathic & Osteopathic Physicians|Dermatology,disallowed
Ferring Pharmaceuticals Inc.,No,,FIRMAGON,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
Fisher & Paykel Healthcare Inc,No,OSA,,Allopathic & Osteopathic Physicians|Internal Medicine|Critical Care Medicine,disallowed
Fisher & Paykel Healthcare Inc,No,OSA,,Physician Assistants & Advanced Practice Nursing Providers|Physician Assistant,disallowed
Fisher & Paykel Healthcare Inc,No,OSA,,Allopathic & Osteopathic Physicians|Otolaryngology,disallowed
Fisher & Paykel Healthcare Inc,No,OSA,,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,disallowed
Fisher & Paykel Healthcare Inc,No,OSA,,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,disallowed
Fisher & Paykel Healthcare Inc,No,OSA,,Allopathic & Osteopathic Physicians|Anesthesiology,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - THORACIC,,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Critical Care Medicine,disallowed
Ferring Pharmaceuticals Inc.,No,EUFLEXXA,,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Pain Medicine,disallowed
Ferring Pharmaceuticals Inc.,No,EUFLEXXA,,Allopathic & Osteopathic Physicians|Preventive Medicine|Occupational Medicine,disallowed
Ferring Pharmaceuticals Inc.,No,,PREPOPIK,Allopathic & Osteopathic Physicians|Internal Medicine|Hepatology,disallowed
Fisher & Paykel Healthcare Inc,No,OSA,,Allopathic & Osteopathic Physicians|Emergency Medicine|Undersea and Hyperbaric Medicine,disallowed
Fisher & Paykel Healthcare Inc,No,OSA,,Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Acute Care,disallowed
"Liberty Surgical, Inc",No,ARTHREX PRODUCT LINE SHOULDER & ELBOW ARTHROSCOPY,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
"Liberty Surgical, Inc",No,ARTHREX PRODUCT LINE DISTAL EXTREMITY ARTHROSCOPY,,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
"Liberty Surgical, Inc",No,ARTHREX PRODUCT LINE DISTAL EXTREMITY ARTHROSCOPY,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
"Liberty Surgical, Inc",No,ARTHREX PRODUCT LINE SHOULDER & ELBOW ARTHROSCOPY,,"Student, Health Care|Student in an Organized Health Care Education/Training Program",disallowed
"IDev Technologies, Inc.",No,,,Allopathic & Osteopathic Physicians|Surgery,disallowed
"IDev Technologies, Inc.",No,,,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
"IDev Technologies, Inc.",No,,,,disallowed
"IDev Technologies, Inc.",No,Vascular,,,disallowed
"Renovis Surgical Technologies, Inc.",No,,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
Young OS LLC,No,Endodontic Devices,,Dental Providers|Dentist,disallowed
Young OS LLC,No,Endodontic Devices,,,disallowed
Young OS LLC,No,Endodontic Devices,,Dental Providers|Dentist|General Practice,disallowed
Young OS LLC,No,Endodontic Devices,,"Student, Health Care|Student in an Organized Health Care Education/Training Program",disallowed
Young OS LLC,No,Endodontic Devices,,Dental Providers|Dentist|Endodontics,disallowed
Young OS LLC,No,Ultrasonic Tips,,Dental Providers|Dentist|Endodontics,disallowed
Ferring Pharmaceuticals Inc.,No,,FIRMAGON,,disallowed
Ferring Pharmaceuticals Inc.,No,EUFLEXXA,,,disallowed
Ferring Pharmaceuticals Inc.,No,,ENDOMETRIN,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
Ferring Pharmaceuticals Inc.,No,,ENDOMETRIN,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",disallowed
Ferring Pharmaceuticals Inc.,No,,ENDOMETRIN,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
Fisher & Paykel Healthcare Inc,No,OSA,,Allopathic & Osteopathic Physicians|Emergency Medicine|Emergency Medical Services,disallowed
Fisher & Paykel Healthcare Inc,No,OSA,,Eye and Vision Services Providers|Technician/Technologist|Optician,disallowed
"BIOMET 3I, LLC",No,3I - DENTAL,,Dental Providers|Dentist|Dental Public Health,disallowed
"BIOMET 3I, LLC",No,3I - DENTAL,,Allopathic & Osteopathic Physicians|Dermatology,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - THORACIC,,Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - THORACIC,,Allopathic & Osteopathic Physicians|Surgery|Pediatric Surgery,disallowed
Ferring Pharmaceuticals Inc.,No,,PREPOPIK,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecologic Oncology,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - CRANIOMAXILLOFACIAL,,Dental Providers|Dentist,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - CRANIOMAXILLOFACIAL,,Dental Providers|Dentist|Oral and Maxillofacial Pathology,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - CRANIOMAXILLOFACIAL,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Hand Surgery,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - THORACIC,,Other Service Providers|Specialist,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - THORACIC,,Allopathic & Osteopathic Physicians|Oral & Maxillofacial Surgery,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - PEDIATRIC,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - NEURO,,Allopathic & Osteopathic Physicians|Family Medicine,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - PLASTIC RECONSTRUCTION,,Dental Providers|Dentist|General Practice,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - PLASTIC RECONSTRUCTION,,"Student, Health Care|Student in an Organized Health Care Education/Training Program",disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - ORAL AND MAXILLOFACIAL,,Dental Providers|Dentist|Oral and Maxillofacial Pathology,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - ORAL AND MAXILLOFACIAL,,Allopathic & Osteopathic Physicians|Surgery,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - THORACIC,,Dental Providers|Dentist|General Practice,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - ORAL AND MAXILLOFACIAL,,Allopathic & Osteopathic Physicians|Otolaryngology|Pediatric Otolaryngology,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - ORAL AND MAXILLOFACIAL,,Allopathic & Osteopathic Physicians|Otolaryngology|Facial Plastic Surgery,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - THORACIC,,Dental Providers|Dentist|Oral and Maxillofacial Pathology,disallowed
Ferring Pharmaceuticals Inc.,No,,PREPOPIK,Allopathic & Osteopathic Physicians|Family Medicine|Sports Medicine,disallowed
Ferring Pharmaceuticals Inc.,No,,BRAVELLE,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
Ferring Pharmaceuticals Inc.,No,,ENDOMETRIN,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecology,disallowed
Ferring Pharmaceuticals Inc.,No,,MENOPUR,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - THORACIC,,Dental Providers|Dentist|Oral and Maxillofacial Surgery,disallowed
CDC Medical LLC,No,ARTHREX PRODUCT LINE ARTHROPLASTY,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Hand Surgery,disallowed
CDC Medical LLC,No,ARTHREX PRODUCT LINE ARTHROPLASTY,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
CDC Medical LLC,No,ARTHREX PRODUCT LINE KNEE & HIP ARTHROSCOPY,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
Fisher & Paykel Healthcare Inc,No,OSA,,Physician Assistants & Advanced Practice Nursing Providers|Clinical Nurse Specialist|Critical Care Medicine,disallowed
Ferring Pharmaceuticals Inc.,No,,PREPOPIK,Allopathic & Osteopathic Physicians|Dermatology,disallowed
Ferring Pharmaceuticals Inc.,No,,FIRMAGON,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,disallowed
"BIOMET 3I, LLC",No,3I - TISSUE PRODUCTS,,Dental Providers|Dentist|General Practice,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - NEURO,,Allopathic & Osteopathic Physicians|Surgery|Plastic and Reconstructive Surgery,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - NEURO,,Allopathic & Osteopathic Physicians|Surgery,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - CRANIOMAXILLOFACIAL,,Allopathic & Osteopathic Physicians|General Practice,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - THORACIC,,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - CRANIOMAXILLOFACIAL,,Allopathic & Osteopathic Physicians|Otolaryngology|Otology & Neurotology,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - THORACIC,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Sports Medicine,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - ORAL AND MAXILLOFACIAL,,Allopathic & Osteopathic Physicians|Otolaryngology|Plastic Surgery within the Head & Neck,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - NEURO,,"Student, Health Care|Student in an Organized Health Care Education/Training Program",disallowed
Ferring Pharmaceuticals Inc.,No,,MENOPUR,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - PEDIATRIC,,Allopathic & Osteopathic Physicians|Surgery|Plastic and Reconstructive Surgery,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - CRANIOMAXILLOFACIAL,,Allopathic & Osteopathic Physicians|Oral & Maxillofacial Surgery,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - CRANIOMAXILLOFACIAL,,Allopathic & Osteopathic Physicians|Family Medicine,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - THORACIC,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - NEURO,,Dental Providers|Dentist|Prosthodontics,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - THORACIC,,Hospitals|General Acute Care Hospital|Critical Access,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - ORAL AND MAXILLOFACIAL,,Allopathic & Osteopathic Physicians|Neurological Surgery,disallowed
Ferring Pharmaceuticals Inc.,No,,REPRONEX,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,disallowed
"Liberty Surgical, Inc",No,ARTHREX PRODUCT LINE DISTAL EXTREMITY ARTHROSCOPY,,Podiatric Medicine & Surgery Service Providers|Podiatrist|Primary Podiatric Medicine,disallowed
"Liberty Surgical, Inc",No,ARTHREX PRODUCT LINE KNEE & HIP ARTHROSCOPY,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Adult Reconstructive Orthopaedic Surgery,disallowed
F. Hoffmann-La Roche AG,No,,Non-Covered Product,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,disallowed
"Afaxys, Inc.",No,,Chateal,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecology,disallowed
Young OS LLC,No,Ultrasonic Scaler,,Dental Providers|Dentist|Endodontics,disallowed
Young OS LLC,No,Endodontic Devices,,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
Ferring Pharmaceuticals Inc.,No,,PREPOPIK,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",disallowed
Ferring Pharmaceuticals Inc.,No,,BRAVELLE,Dental Providers|Dentist,disallowed
Ferring Pharmaceuticals Inc.,No,,PREPOPIK,"Student, Health Care|Student in an Organized Health Care Education/Training Program",disallowed
Ferring Pharmaceuticals Inc.,No,,PREPOPIK,Allopathic & Osteopathic Physicians|Plastic Surgery,disallowed
Fisher & Paykel Healthcare Inc,No,OSA,,Allopathic & Osteopathic Physicians|Allergy & Immunology,disallowed
Fisher & Paykel Healthcare Inc,No,OSA,,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",disallowed
Fisher & Paykel Healthcare Inc,No,OSA,,Allopathic & Osteopathic Physicians|Neuromusculoskeletal Medicine & OMM,disallowed
Fisher & Paykel Healthcare Inc,No,OSA,,Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Critical Care Medicine,disallowed
Fisher & Paykel Healthcare Inc,No,OSA,,Allopathic & Osteopathic Physicians|Family Medicine|Geriatric Medicine,disallowed
Fisher & Paykel Healthcare Inc,No,OSA,,Allopathic & Osteopathic Physicians|Surgery,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - ORAL AND MAXILLOFACIAL,,Allopathic & Osteopathic Physicians|Otolaryngology|Otolaryngic Allergy,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - THORACIC,,Allopathic & Osteopathic Physicians|Otolaryngology|Plastic Surgery within the Head & Neck,disallowed
"BIOMET 3I, LLC",No,3I - DENTAL,,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - THORACIC,,Dental Providers|Dentist,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - PEDIATRIC,,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - THORACIC,,"Student, Health Care|Student in an Organized Health Care Education/Training Program",disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - PLASTIC RECONSTRUCTION,,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,disallowed
"Biomet Microfixation, LLC",No,MICROFIXATION - ENT,,Allopathic & Osteopathic Physicians|Surgery,disallowed
Ferring Pharmaceuticals Inc.,No,,FIRMAGON,Allopathic & Osteopathic Physicians|Surgery|Surgical Oncology,disallowed
Ferring Pharmaceuticals Inc.,No,,FIRMAGON,Allopathic & Osteopathic Physicians|Family Medicine|Geriatric Medicine,disallowed
