Description,Belts,Personal.Injury,Property.Damage,Commercial.License,Commercial.Vehicle,State,VehicleType,Year,Make,Model,Color,Charge,Contributed.To.Accident,Race,Gender,Driver.City,Driver.State,DL.State,Arrest.Type,Violation.Type
FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,02 - Automobile,1996.0,TOYOTA,4DR,GRAY,13409b,No,WHITE,F,BROOKEVILLE,MD,MD,A - Marked Patrol,Warning
EMERGENCY BRAKING SYSTEM NOT OPERATING PROPERLY,No,No,No,No,No,MD,06 - Heavy Duty Truck,2002.0,FORD,TK,WHITE,1139343,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,No,No,No,No,No,MD,02 - Automobile,2007.0,DODGE,VAN,WHITE,218011,No,BLACK,M,LIBERTYTOWN,MD,MD,H - Unmarked Moving Radar (Stationary),Warning
DRIVER FAILURE TO STOP AT STOP SIGN LINE,No,No,No,No,No,MD,02 - Automobile,2010.0,MERCEDES,CLS 300,BLACK,21707a,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,05 - Light Duty Truck,2002.0,FORD,F150,WHITE,21201a1,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
DRIVING UNINSURED VEHICLE,No,No,No,No,No,MD,02 - Automobile,2007.0,BUICK,4S,WHITE,17107,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVING VEH WO ADEQUATE REAR REG PLATE ILLUMINATION,No,No,No,No,No,AL,02 - Automobile,1997.0,FORD,ESCORT,RED,22204f,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2010.0,FORD,F150,WHITE,21201a1,No,NATIVE AMERICAN,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,No,No,No,No,No,MD,02 - Automobile,2014.0,HONDA,ACCORD,BLACK,21202h1,No,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,No,No,No,No,No,MD,02 - Automobile,2002.0,MAZDA,4H,BLACK,13401h,No,WHITE,M,NEW MARKET,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,05 - Light Duty Truck,2007.0,CHEV,SUV,GRAY,21201a1,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,1999.0,HONDA,CIVIC,SILVER,21201a1,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,No,No,No,No,No,MD,02 - Automobile,2011.0,NISSAN,ALTIMA,BLACK,22226a,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVING A MOTOR VEH WITHOUT A VALID MEDICAL EXAMINERS CERTIFICATE IN POSSESSION,No,No,No,No,Yes,MD,05 - Light Duty Truck,1988.0,DODG,RAM350 GVW10500,WHITE,1139141a,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,No,No,No,No,No,MD,02 - Automobile,2010.0,HOND,4S,BLUE,21801a,No,OTHER,F,COLLEGE PARK,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2003.0,MAZD,CN,GREEN DK,21201a1,No,WHITE,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,XX,29 - Unknown,,,,,21201a1,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVING VEH WHILE WEARING EARPHONES,No,No,No,No,No,MD,02 - Automobile,1994.0,TOYOTA,CAMRY,BLACK,211120c,No,BLACK,M,OLNEY,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,No,No,No,No,No,MD,02 - Automobile,2013.0,KIA,SORENTO,BLACK,21309d,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,No,No,No,No,No,MA,02 - Automobile,2004.0,HONDA,CIVIC,SILVER,13411d,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2015.0,NISSAN,4S,WHITE,21201a1,No,HISPANIC,M,SILVER SPRING,MD,MD,L - Motorcycle,Warning
DRIVER WRITINGSENDINGREADING A TEXTELECTRONIC MSG WHILE OPER VEH IN TRAVEL PORTION OF HWY,No,No,No,No,No,MD,02 - Automobile,2015.0,KIA,FORTE,BLACK,2111241b,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,Warning
DRIVING VEH ON HWY WO REQUIRED MINIMUM EQUIPMENT,No,No,No,No,No,MD,02 - Automobile,2002.0,HONDA,CRV,BLUE,23104,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,DC,02 - Automobile,2013.0,NISSAN,SENTRA,SILVER,21201a1,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,No,No,No,No,No,MD,02 - Automobile,1996.0,HOND,4S,GRAY,22226a,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
VIOLATING PROVISIONAL LIC RESTRICTION,No,No,No,No,No,MD,02 - Automobile,2000.0,MAZDA,SEDAN,BLUE,16113i,No,OTHER,F,CLARKSBURG,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO STOP BEFORE ENTERING HWY FROM PRIVATE DRIVEWAY,No,No,No,No,No,MD,02 - Automobile,1998.0,TOYOTA,4RUNNER,BLACK,21404a,No,OTHER,F,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
OPERATING MOTOR VEHICLE WITH INADEQUATE WINDSHIELD WIPERS,No,No,No,No,No,MD,06 - Heavy Duty Truck,1999.0,FORD,DS,WHITE,1139378,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,Warning
DRIVING UNSAFE VEH ON HWY,No,No,No,No,No,MD,02 - Automobile,1999.0,NISS,ALTIMA,BLACK,22101a,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
DRIVER CHANGING LANES WHEN UNSAFE,No,No,No,No,No,MD,02 - Automobile,2000.0,FORD,EXPLORER,MAROON,21309b,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
FAILURE TO STOP AT STOP SIGN,No,No,No,Yes,No,MD,02 - Automobile,2011.0,FORD,F150,BLUE,21707a,No,WHITE,M,FREDERICK,MD,MD,A - Marked Patrol,Warning
FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM FOREIGN MATERIALS,No,No,No,No,No,MD,05 - Light Duty Truck,1991.0,TOYT,TK,WHITE,13411c1,No,WHITE,M,NORTH POTOMAC,MD,MD,A - Marked Patrol,Warning
DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,No,No,No,No,No,VA,02 - Automobile,2009.0,GMC,ENVOY,BLUE DARK,21402a,No,WHITE,F,BURKE,VA,VA,A - Marked Patrol,Warning
FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,No,No,No,No,No,MD,02 - Automobile,2012.0,HYUN,4S,BLACK,22226a,No,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
OPER MOTOR VEH WITH OPERATOR NOT RESTRAINED BY SEAT BELT,No,No,No,No,No,MD,02 - Automobile,2007.0,TOYT,4S,BLACK,224123b,No,WHITE,F,WESTMINSTER,MD,MD,Q - Marked Laser,Warning
EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,No,No,No,No,No,MD,05 - Light Duty Truck,2010.0,FORD,TK,RED,218011,No,WHITE,F,BROOKEVILLE,MD,MD,G - Marked Moving Radar (Stationary),Warning
DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,No,No,Yes,No,No,VA,02 - Automobile,2007.0,HONDA,CIVIC,BLACK,21902a1i,No,HISPANIC,M,RIVERDALE,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2014.0,BMW,320I,SILVER,21201a1,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2008.0,HOND,4S,SILVER,21201a1,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,No,No,No,No,No,NY,02 - Automobile,2005.0,ACURA,TL,GREEN,218011,No,BLACK,M,SHIRLEY,NY,NY,A - Marked Patrol,Warning
EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,No,No,No,No,No,MD,02 - Automobile,2004.0,VOLK,CN,RED,218011,No,BLACK,M,GERMANTOWN,MD,MD,E - Marked Stationary Radar,Warning
DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,No,No,No,No,No,MD,02 - Automobile,1999.0,TOYT,LAND CRUISER,WHITE,21202h1,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,Warning
DRIVER ENTERING CROSSWALK AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,No,No,No,No,No,MD,02 - Automobile,2004.0,DODGE,DURANGO,BLACK,21204c,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,05 - Light Duty Truck,2013.0,FORD,TK,BLACK,21201a1,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,No,No,No,No,No,MS,02 - Automobile,2002.0,FORD,VN,WHITE,21202i1,No,WHITE,M,NPOTOMAC,MD,MD,A - Marked Patrol,Warning
FAILURE TO STOP AT STOP SIGN,No,No,No,No,No,MD,02 - Automobile,2012.0,TOYOTA,PRIUS,SILVER,21707a,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
DRIVING A VEHICLE WHILE A REMOVABLE WINDSHIELD PLACARD IS HANGING FROM THE INSIDE REARVIEW MIRROR,No,No,No,No,No,MD,02 - Automobile,2013.0,HYUNDAI,SANTA FE,RED,136161f2,No,WHITE,M,GERMANTOWN,MD,MD,Q - Marked Laser,Warning
DRIVING ON HWY WITH OBSTRUCTED WINDSHIELD VIEW,No,No,No,No,No,MD,02 - Automobile,2010.0,HONDA,CRV,BLACK,211104c,No,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
OPER MOTOR VEH WITH OPERATOR NOT RESTRAINED BY SEAT BELT,No,No,No,No,No,MD,02 - Automobile,2002.0,SUBA,SW,TAN,224123b,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 6545,No,No,No,No,No,MD,02 - Automobile,2014.0,FORD,4S,SILVER,21801a,No,BLACK,M,GAITHERSBURG,MD,MD,Q - Marked Laser,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2004.0,BMW,2H,RED,21201a1,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2001.0,LEXUS,TK,WHITE,21201a1,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
FAILURE TO PROPERLY EQUIP LOCATE HEADLAMPS ON MOTOR VEH,No,No,No,No,No,MD,02 - Automobile,2012.0,TOYOTA,PRIUS,SILVER,22203b,No,WHITE,M,CROFTON,MD,MD,A - Marked Patrol,Warning
EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,No,No,No,No,No,MD,02 - Automobile,2013.0,FORD,SU,RED,218011,No,WHITE,M,BROOKEVILLE,MD,MD,F - Unmarked Stationary Radar,Warning
DRIVING VEH WO ADEQUATE REAR REG PLATE ILLUMINATION,No,No,No,No,No,MD,03 - Station Wagon,2007.0,VOLV,SW,GRAY,22204f,No,WHITE,M,GLEN ECHO,MD,MD,A - Marked Patrol,Warning
EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,No,No,No,No,No,MD,02 - Automobile,2015.0,NISSAN,TRUCK,BLACK,218011,No,WHITE,M,CHEVY CHASE,MD,MD,E - Marked Stationary Radar,Warning
EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,No,No,No,No,No,MD,28 - Other,2007.0,LEXU,TK,GREEN LGT,218011,No,BLACK,F,CLARKSBURG,MD,MD,Q - Marked Laser,Warning
DRIVING VEH WITH WINDOW VIEW OBSTRUCTED BY SIGN MATERIAL,No,No,No,No,No,MD,02 - Automobile,2007.0,LEXUS,LS460L,WHITE,211104d,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVER CHANGING LANES WHEN UNSAFE,No,No,No,No,No,MD,02 - Automobile,2009.0,NISSAN,370Z,WHITE,21309b,No,BLACK,M,CAPITOL HEIGHTS,MD,MD,A - Marked Patrol,Warning
DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,No,No,No,No,No,VA,02 - Automobile,2003.0,HONDA,ODYSSEY,GOLD,2111242d2,No,WHITE,M,CENTREVILLE,VA,VA,A - Marked Patrol,Warning
DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,No,No,No,No,No,MD,02 - Automobile,1999.0,JEEP,GRAND CHEROKEE,MAROON,2111242d2,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,Warning
FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,No,No,No,No,No,MD,02 - Automobile,2000.0,TOYOTA,CAMRY,TAN,22226a,No,OTHER,M,BOYDS,MD,MD,A - Marked Patrol,Warning
DRIVING VEH WO ADEQUATE REAR REG PLATE ILLUMINATION,No,No,No,No,No,VA,02 - Automobile,1997.0,LEXUS,ES300,GOLD,22204f,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
FAILURE OF VEH ON HWY TO DISPLAY LIGHTED LAMPS ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND,No,No,No,No,No,MD,02 - Automobile,2015.0,JEEP,WRANGLER,RED,222011,No,BLACK,F,BROOKEVILLE,MD,MD,A - Marked Patrol,Warning
FAILURE TO EQUIP VEH WITH REQUIRED REAR STOP LAMP,No,No,No,No,No,MD,02 - Automobile,2009.0,DODG,2S,TAN,22219a,No,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,No,No,No,No,No,NJ,02 - Automobile,2012.0,VOLVO,4D,BLUE DARK,16116a,No,WHITE,M,CHEVY CHASE,MD,DC,A - Marked Patrol,Warning
FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,No,No,No,No,No,MD,02 - Automobile,2007.0,MERZ,E350,SILVER,22226a,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,No,No,No,No,No,MD,02 - Automobile,1997.0,JEEP,CHEROKEE,MAROON,21204b,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,No,No,No,Yes,No,MD,02 - Automobile,1999.0,CHEVROLET,METRO,BLACK,21310a,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,Warning
SUSP REG,No,No,No,No,No,MD,02 - Automobile,2003.0,TOYOTA,CAM,RED,13702a,No,BLACK,F,GREENBELT,MD,MD,A - Marked Patrol,Warning
DRIVING VEH WO ADEQUATE REAR REG PLATE ILLUMINATION,No,No,No,No,No,MD,02 - Automobile,2007.0,HONDA,ACCORD,SILVER,22204f,No,HISPANIC,M,ADELPHI,MD,MD,A - Marked Patrol,Warning
MOTOR VEH WO REQUIRED STOP LAMPS EQUIPMENT,No,No,No,No,No,MD,02 - Automobile,2006.0,LEXS,4S,GOLD,22206a,No,NATIVE AMERICAN,M,SILVER SPRING,MD,MD,E - Marked Stationary Radar,Warning
DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,No,No,No,No,No,MD,02 - Automobile,2013.0,TOYOTA,VAN,RED,13411d,No,WHITE,F,WASHINGTON,DC,DC,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2017.0,TOYT,CAMRY,BLACK,21201a1,No,BLACK,M,LANHAM,MD,MD,A - Marked Patrol,Warning
DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,No,No,No,No,No,MD,02 - Automobile,2000.0,TOYT,COROLLA,GOLD,13401h,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,No,No,No,No,No,MD,02 - Automobile,2014.0,JEEP,SUV,GRAY,218011,No,WHITE,F,NORTH POTOMAC,MD,MD,Q - Marked Laser,Warning
FAILURE OF VEH ON HWY TO DISPLAY LIGHTED LAMPS ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND,No,No,No,No,No,MD,02 - Automobile,2010.0,HONDA,INSIGHT,BLACK,222011,No,WHITE,F,TAKOMA PARK,MD,MD,A - Marked Patrol,Warning
DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,No,No,No,No,No,MD,02 - Automobile,2010.0,NISS,SKYLINE,GRAY,21801a,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,02 - Automobile,2005.0,HONDA,CIVIC,GRAY,13409b,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2004.0,TOYOTA,CAMRY,BLUE,21201a1,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,No,No,No,No,No,MD,02 - Automobile,2006.0,BMW,5301,GRAY,13411f,No,BLACK,F,LAUREL,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2002.0,HONDA,ODYSSEY,SILVER,21201a1,No,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2001.0,MERZ,TK,BLUE,21201a1,No,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,Warning
HOLDER OF LEARNERS PERMIT DRIVING WO REQ SUPERVISION,No,No,No,No,No,MD,02 - Automobile,1999.0,BUICK,4DR,MAROON,16105b1,No,BLACK,F,KENSINGTON,MD,MD,A - Marked Patrol,Warning
FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,02 - Automobile,2000.0,VOLVO,S40,WHITE,13409b,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
DRIVING LEFT OF ROADWAY CENTER IN OVERTAKING AND PASSING WHEN UNSAFE,No,No,No,No,No,MD,02 - Automobile,2013.0,SCION,TC COUPE,RED,21305,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,No,No,No,No,No,MD,02 - Automobile,2001.0,VW,GTI,SILVER,13411d,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,No,No,No,No,No,MD,02 - Automobile,2009.0,MAZDA,4S,BLUE,21801b,No,WHITE,F,CHEVY CHASE,MD,MD,A - Marked Patrol,Warning
FAILURE TO EQUIP VEH WITH REQUIRED REAR STOP LAMP,No,No,No,No,No,MD,02 - Automobile,2007.0,NISS,QUEST,WHITE,22219a,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,No,No,No,No,No,MD,02 - Automobile,2005.0,ACURA,4S,SILVER,13401h,No,OTHER,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,Warning
FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,No,No,No,No,No,MD,02 - Automobile,1994.0,FORD,VN,WHITE,21301a,No,BLACK,M,TEMPLE HILLS,MD,MD,A - Marked Patrol,Warning
FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,02 - Automobile,2008.0,HYUNDAI,ELANTRA,SILVER,13409b,No,BLACK,F,SANDY SPRING,MD,MD,A - Marked Patrol,Warning
DRIVING WRONG WAYONE WAY STREET,No,No,No,No,No,MD,05 - Light Duty Truck,1999.0,FORD,VAN,SILVER,21308a,No,OTHER,F,MOUNT RAINIER,MD,MD,A - Marked Patrol,Warning
FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,No,No,No,No,No,MD,02 - Automobile,1998.0,BMW,318 I,GREEN,16112c,No,BLACK,F,WASHINGTON,DC,DC,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2008.0,JEEP,TK,BLACK,21201a1,No,WHITE,F,NORTH BETHESDA,MD,MD,A - Marked Patrol,Warning
FAILURE OF VEH ON HWY TO DISPLAY LIGHTED LAMPS ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND,No,No,No,No,No,MD,02 - Automobile,2011.0,FORD,FUSION,BROWN,222011,No,BLACK,M,HYATTSVILLE,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2009.0,CHEV,4S,SILVER,21201a1,No,WHITE,F,ROCKVILLE,MD,MD,B - Unmarked Patrol,Warning
DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,No,No,No,No,No,MD,02 - Automobile,2011.0,BUICK,REGAL T,SILVER,13411d,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,No,No,No,No,No,MD,02 - Automobile,2004.0,NISS,MAXIMA 4S,WHITE,21202h1,No,WHITE,M,FREDERICK,MD,MD,A - Marked Patrol,Warning
DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,No,No,No,No,No,MD,02 - Automobile,2012.0,HYUNDA,ELANTRA,BLACK,13411d,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO STOP AT STOP SIGN LINE,No,No,No,No,No,MD,02 - Automobile,2002.0,TOYOTA,SIENNA,WHITE,21707a,No,WHITE,M,TAKOMA PARK,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,VA,02 - Automobile,2008.0,TOYOTA,SUV,MAROON,21201a1,No,WHITE,F,SOUTH RIDING,VA,VA,A - Marked Patrol,Warning
EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,No,No,No,No,No,MD,02 - Automobile,2006.0,TOYOTA,AVALON,SILVER,218011,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO STOP AT STOP SIGN LINE,No,No,No,No,No,MD,02 - Automobile,1995.0,TOYO,4S,GOLD,21707a,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2006.0,HUYNDAI,4DR,BLACK,21201a1,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
STOPLIGHTINOPERATIVE,Yes,No,No,No,No,MD,02 - Automobile,2007.0,NISSAN,XTERRA,SILVER,113939,No,BLACK,M,ADELPHI,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2006.0,ACUR,TL,GRAY,21201a1,No,BLACK,F,BALTIMORE,MD,MD,A - Marked Patrol,Warning
OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,No,No,No,No,No,MD,02 - Automobile,2008.0,LEXUS,LS460,BLACK,22406i1,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,No,No,No,No,No,MD,02 - Automobile,2006.0,VOLK,JETTA,BEIGE,22226a,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
