age,height,body_type,drinks,drugs,education,ethnicity,location,orientation,sex,sign,smokes,status,class,
30,73,thin,socially,never,graduated from high school,white,"berkeley, california",gay,m,leo and it&rsquo,s fun to think about,no,single,non_stem
23,68,curvy,often,sometimes,graduated from two-year college,white,"san francisco, california",straight,f,cancer,when drinking,single,non_stem,
32,71,fit,socially,never,graduated from college/university,white,"san francisco, california",straight,m,gemini,no,single,non_stem,
30,71,average,rarely,never,graduated from masters program,asian,"redwood city, california",straight,m,gemini but it doesn&rsquo,t matter,no,single,non_stem
35,68,fit,socially,never,graduated from college/university,white,"san francisco, california",straight,f,pisces and it&rsquo,s fun to think about,no,single,non_stem
26,70,athletic,often,sometimes,graduated from high school,white,"san francisco, california",straight,m,sagittarius but it doesn&rsquo,t matter,no,available,non_stem
31,70,fit,socially,never,graduated from masters program,white,"san francisco, california",straight,m,pisces but it doesn&rsquo,t matter,no,single,non_stem
40,68,full figured,not at all,sometimes,graduated from masters program,white,"oakland, california",bisexual,f,taurus and it&rsquo,s fun to think about,no,available,non_stem
24,64,average,socially,never,graduated from college/university,white,"san francisco, california",straight,f,gemini and it&rsquo,s fun to think about,no,seeing someone,non_stem
23,72,average,socially,sometimes,working on two-year college,white,"walnut creek, california",straight,m,virgo,when drinking,single,non_stem,
32,64,curvy,socially,never,graduated from college/university,"asian, pacific islander","san mateo, california",straight,f,scorpio,no,single,non_stem,
25,67,athletic,very often,sometimes,graduated from college/university,asian,"san francisco, california",straight,m,pisces but it doesn&rsquo,t matter,no,single,non_stem
32,65,curvy,not at all,never,graduated from college/university,white,"berkeley, california",straight,f,libra and it&rsquo,s fun to think about,no,single,non_stem
36,70,average,socially,never,graduated from masters program,indian,"san francisco, california",straight,m,cancer but it doesn&rsquo,t matter,no,single,non_stem
55,60,a little extra,socially,never,graduated from high school,"indian, white, other","castro valley, california",straight,f,pisces and it&rsquo,s fun to think about,no,single,non_stem
23,70,curvy,often,sometimes,graduated from masters program,other,"oakland, california",straight,m,scorpio but it doesn&rsquo,t matter,yes,single,non_stem
37,61,curvy,socially,never,graduated from two-year college,white,"san francisco, california",straight,f,leo and it&rsquo,s fun to think about,no,single,non_stem
23,69,fit,socially,never,working on college/university,"hispanic / latin, white","belmont, california",straight,m,libra and it&rsquo,s fun to think about,no,single,non_stem
30,61,average,socially,never,graduated from masters program,asian,"san francisco, california",straight,f,capricorn but it doesn&rsquo,t matter,no,seeing someone,non_stem
24,65,average,socially,never,graduated from college/university,asian,"san francisco, california",straight,f,aquarius and it&rsquo,s fun to think about,no,single,non_stem
28,69,fit,socially,never,graduated from law school,white,"oakland, california",straight,m,pisces,no,single,non_stem,
48,61,average,not at all,never,graduated from space camp,white,"emeryville, california",straight,f,libra and it&rsquo,s fun to think about,sometimes,single,non_stem
33,70,athletic,socially,never,college/university,hispanic / latin,"san francisco, california",gay,m,cancer,no,single,non_stem,
34,75,athletic,socially,never,graduated from college/university,white,"san francisco, california",straight,m,gemini and it&rsquo,s fun to think about,no,single,non_stem
44,70,athletic,not at all,never,dropped out of college/university,white,"san rafael, california",straight,m,libra and it&rsquo,s fun to think about,no,single,non_stem
21,60,thin,socially,never,working on space camp,white,"san francisco, california",bisexual,f,aries but it doesn&rsquo,t matter,no,single,non_stem
52,68,fit,socially,never,graduated from college/university,other,"san francisco, california",gay,m,capricorn,no,single,non_stem,
29,62,thin,desperately,never,graduated from masters program,white,"redwood city, california",gay,f,leo and it&rsquo,s fun to think about,no,single,non_stem
36,68,fit,socially,never,graduated from college/university,white,"fairfax, california",straight,m,scorpio,no,single,non_stem,
60,65,fit,socially,never,graduated from ph.d program,white,"san anselmo, california",straight,m,aquarius but it doesn&rsquo,t matter,no,single,non_stem
30,68,average,socially,never,graduated from college/university,white,"oakland, california",straight,m,pisces but it doesn&rsquo,t matter,when drinking,single,non_stem
47,73,athletic,often,never,graduated from masters program,white,"redwood city, california",straight,m,sagittarius but it doesn&rsquo,t matter,no,single,non_stem
31,60,average,socially,never,graduated from masters program,pacific islander,"san francisco, california",straight,f,capricorn and it&rsquo,s fun to think about,when drinking,single,non_stem
56,68,a little extra,rarely,never,graduated from law school,white,"walnut creek, california",straight,m,gemini and it&rsquo,s fun to think about,no,single,non_stem
35,66,thin,not at all,never,graduated from ph.d program,white,"oakland, california",straight,f,virgo and it&rsquo,s fun to think about,no,single,non_stem
25,69,average,socially,never,working on masters program,asian,"san francisco, california",straight,m,gemini and it&rsquo,s fun to think about,no,single,non_stem
47,68,average,socially,never,two-year college,"asian, pacific islander","pleasant hill, california",straight,m,taurus,no,single,non_stem,
33,66,average,socially,never,graduated from college/university,"hispanic / latin, white","san francisco, california",straight,f,capricorn and it&rsquo,s fun to think about,no,single,non_stem
38,67,fit,socially,never,graduated from college/university,white,"berkeley, california",straight,f,capricorn and it&rsquo,s fun to think about,no,single,non_stem
31,69,thin,not at all,never,graduated from masters program,white,"berkeley, california",straight,m,gemini but it doesn&rsquo,t matter,no,single,non_stem
60,65,full figured,socially,never,graduated from college/university,white,"pacifica, california",straight,f,taurus and it&rsquo,s fun to think about,no,single,non_stem
29,72,fit,socially,sometimes,graduated from college/university,white,"san francisco, california",straight,m,gemini and it&rsquo,s fun to think about,when drinking,single,non_stem
21,58,fit,socially,never,space camp,asian,"san francisco, california",bisexual,f,leo and it&rsquo,s fun to think about,no,single,non_stem
28,64,curvy,socially,sometimes,graduated from masters program,"white, other","oakland, california",straight,f,aquarius and it&rsquo,s fun to think about,no,single,non_stem
37,67,thin,socially,never,graduated from college/university,white,"san mateo, california",straight,f,pisces and it&rsquo,s fun to think about,no,single,non_stem
38,67,thin,socially,never,graduated from college/university,white,"walnut creek, california",straight,f,scorpio but it doesn&rsquo,t matter,no,single,non_stem
38,68,athletic,socially,sometimes,graduated from space camp,white,"san francisco, california",straight,f,taurus and it&rsquo,s fun to think about,no,single,non_stem
23,72,fit,socially,never,working on college/university,white,"fairfax, california",straight,m,virgo and it&rsquo,s fun to think about,no,single,non_stem
46,63,average,socially,never,graduated from college/university,white,"san rafael, california",straight,f,aquarius and it&rsquo,s fun to think about,no,single,non_stem
43,69,athletic,socially,never,graduated from masters program,black,"san francisco, california",gay,m,cancer and it&rsquo,s fun to think about,no,single,non_stem
54,65,athletic,rarely,never,graduated from college/university,white,"san francisco, california",straight,m,gemini,no,single,non_stem,
27,66,fit,socially,never,graduated from college/university,"native american, white","oakland, california",straight,m,sagittarius,when drinking,single,non_stem,
25,67,average,socially,never,two-year college,asian,"bayshore, california",straight,m,cancer and it&rsquo,s fun to think about,when drinking,single,non_stem
50,67,average,socially,never,graduated from two-year college,pacific islander,"san francisco, california",straight,m,gemini but it doesn&rsquo,t matter,no,single,non_stem
22,64,curvy,socially,never,working on college/university,white,"walnut creek, california",straight,f,taurus and it&rsquo,s fun to think about,no,seeing someone,non_stem
22,75,fit,socially,never,working on college/university,"native american, white","san mateo, california",straight,m,virgo but it doesn&rsquo,t matter,no,single,non_stem
30,70,thin,rarely,never,graduated from college/university,white,"oakland, california",straight,m,gemini and it&rsquo,s fun to think about,no,single,non_stem
64,62,average,not at all,never,graduated from college/university,white,"castro valley, california",straight,f,libra,no,single,non_stem,
